,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,50tdBOLU,200tdSDev,50tdMA-TP,200td_upper,50tdBOLD,200tdSMA,200td_lower,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
PLAB,PLAB,-0.05975309797784948,-0.000733216499624989,0.934745798465692,2022-11-04,18.63621666714704,84,-0.000733216499624989,0.934745798465692,7.13492233974895,5.987190171403003,False,26.546571848690977,18.622207707043504,25.021969490808978,2.7940493317129067,21.03593335469564,23.278748683071505,17.049897218582302,17.69065001964569,12.102551356219877,17755500.0,6070103.747551116,0.34187174382873564,0.15967572064514307,2.141037738533197,17755500.0,6070103.747551116,0.34187174382873564,0.07983786032257154,4.282075477066394,23.709999084472656,2022-08-11,SLY,23.040000915527344,23.040000915527344,14.5600004196167,SP600,Technology,VGT,0.7244712221914608,1.03294,0.03539737865962241,3.38,25666.63926609221,-699433.3607339078,8.253,,,1.653,1.606,230734000,0.30918,,error,11.612613,88907624,0.30465,167044000,0.91526,,Semiconductor Equipment & Materials,,,881020800,2:1,1588081536,-673766.7214678156,195842000,0.19570999,0,,1.8734105,2.1280339,0.117089994,2.86,0.07027,0.12517,0.28,12.342,7.670000076293945,1.3676655669363729,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.9646026213403776,61601300,"Photronics, Inc.",2.46,0.2506122448979592,0.010228381146689804,,329281984,5.345,86678000,746267008,0,0,error,18.28369,1.5870092349230276,0.3009246147302262,0.25251752014296486
GPC,GPC,-0.06222617966778394,-0.0009173859263138517,0.9190284106379696,2022-10-21,129.65587928894342,70,-0.0009173859263138517,0.9190284106379696,207.5820916727854,142.51661102785704,False,166.3911289230231,131.5317533989462,154.91766023667012,7.023104902898723,140.03296585083007,146.70613263447177,125.14827146499,132.65992282867433,118.61371302287688,17788300.0,3817751.8469278924,0.214621512282112,0.1215439614483288,1.7657932958960916,17788300.0,3817751.8469278924,0.214621512282112,0.0607719807241644,3.531586591792183,156.61000061035156,2022-08-11,SPY,142.97000122070312,142.97000122070312,135.92999267578125,SP500,Consumer Cyclical,VCR,0.9769577551562433,1.0061,0.5255118723238614,1.169,538649.6691319579,-486350.330868042,112.74,3.58,0.0229,0.926,0.896,1875581952,0.091409996,1654128000,error,18.71006,482175744,0.35069,6634136000,0.81187,,Specialty Retail,1654128000,0.895,861062400,3:2,22360244224,52299.33826391591,1344839936,0.07591,0.443,4.29,6.135517,1.089728,0.05375,0.378,0.06421,0.31976,0.171,144.346,30.589996337890625,1.5678330322145548,0.7744716661982294,1.5489433323964588,-6.179643406236043,-0.47448812767613857,141431008,Genuine Parts Company,2.1,0.6271948256640324,1.3235974028936675e-10,,519131008,3.671,4119013120,20519106560,3.42,0.021837687,error,20.295252,1.1986452598961,1.3254714952032551,0.9100096448019362
LECO,LECO,-0.0622634096187929,-0.0007650190081828212,0.9320128431581202,2022-11-04,124.64374043364805,84,-0.0007650190081828212,0.9320128431581202,240.5041322069257,213.67213790726896,False,149.55711463137928,123.36233909801113,145.78764830635384,6.5132207647159,130.43580012003582,146.34269114796206,115.0839519337178,133.31624961853026,120.28980808909847,5357400.0,1977002.0675577386,0.36902267285581414,0.1374117915893041,2.6855240630203543,5357400.0,1977002.0675577386,0.36902267285581414,0.06870589579465206,5.371048126040709,144.83999633789062,2022-08-11,MDYG,148.5399932861328,148.5399932861328,143.27000427246094,SP400,error,error,0.9347672519593546,error,0.5055348475805452,error,94535.01649756196,-92464.98350243803,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,2070.0329951239255,error,error,error,error,error,error,error,error,error,error,error,error,28.009994506835938,-0.20814005620857423,error,error,error,-0.4944651524194547,error,error,error,0.18456514401050952,0.058687914201493656,error,error,error,error,error,error,error,error,error,1.0775992729747415,1.660481485002696,1.4752288270485934
ATI,ATI,-0.06273075239488077,-0.0007709489436749095,0.9315041278559252,2022-11-04,20.377282465098585,84,-0.0007709489436749095,0.9315041278559252,71.84833841659061,74.58496257900578,False,43.92725826826509,20.866875416546755,29.62890016390923,4.715778683180605,24.50466665903727,32.06755735587079,19.38043315416531,22.635999989509582,13.204442623148372,31666000.0,7756478.092659217,0.24494657022229574,0.08700421453126729,2.8153414353768764,31666000.0,7756478.092659217,0.24494657022229574,0.043502107265633645,5.630682870753753,31.290000915527344,2022-08-11,SLY,30.739999771118164,30.739999771118164,25.040000915527344,SP600,Industrials,VIS,0.9472661347373595,1.332481,0.40740813999652437,2.606,1074864.8957528302,-1563435.1042471698,229.282,,,,,332500000,0.11304,1471305600,error,47.590908,-248612496,0.14197,334000000,1.07046,,Metal Fabrication,error,,943920000,1:2,3996859648,-488570.2084943396,-133000000,0.07061,0,-3.39,7.381903,1.358829,0.0002,1.056,0.03126,0.03046,0.204,23.161,11.569999694824219,0.6352638273712614,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.5925918600034756,127248000,ATI Inc.,8.15,0.17149858514250885,0.07897209712156364,,316800000,2.552,1824400000,2941400064,0,0,error,error,0.8614775933180023,2.2962076163103147,2.3836676381173816
CHCO,CHCO,-0.06622076214788383,0,1,2022-08-12,76.92678581887796,0,0,1,101.95919766192127,119.24969144979823,False,89.44983572749075,75.2932648038397,87.50436223623574,2.5182596814329994,82.00606684366862,85.57401943915995,76.5077714511015,80.53750007629395,75.50098071342795,1068400.0,343802.8010823488,0.32179221366749233,0.10770568883206903,2.987699323563304,1068400.0,343802.8010823488,0.32179221366749233,0.053852844416034516,5.975398647126608,87.88999938964844,2022-08-11,SLY,86.30000305175781,86.30000305175781,86.30000305175781,SP600,Financial Services,VFH,0.9341052702439161,0.538952,0.7981216621355884,,27455.385177464243,-6944.614822535756,,2.4,0.0277,0.072,0.024,,0.0,1657756800,error,17.919518,,0.0,228379000,0.66841006,,Banks—Regional,error,,846633600,11:10,1346426880,20510.770354928485,,0.49708998,0.3986,1.72,1.9975775,5.811931,0.38911,,0.014839999,0.14003,0.031,15.404,11.419998168945312,0.41768737114538473,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.2018783378644115,15118200,City Holding Company,11.83,0.5193957150030267,1.0363291606659328e-07,,696979008,46.89,402368000,231666000,2.32,0.026396632,error,16.10197,0.8585501699907687,1.160077350892892,1.356806147205905
CBSH,CBSH,-0.0722691718807135,-0.0008926209502154725,0.92112659274674,2022-11-04,61.950323543689706,84,-0.0008926209502154725,0.92112659274674,98.37028958885621,111.41128338701928,False,73.33355012359425,60.633794832648675,71.92979765069471,2.2569447293126763,67.5245336151123,73.73578501984362,63.1192695795299,69.22189556121826,64.7080061025929,7767900.0,1220736.5079950034,0.1571514190444011,0.0779004025186475,2.01733770254631,7767900.0,1220736.5079950034,0.1571514190444011,0.03895020125932375,4.03467540509262,72.11000061035156,2022-08-11,MDYG,74.72000122070312,74.72000122070312,74.72000122070312,SP400,error,error,0.9249428165431657,error,0.22680509674374705,error,95598.34827748938,-325901.65172251064,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,-230303.30344502127,error,error,error,error,error,error,error,error,error,error,error,error,10.060001373291016,-0.7783300956442306,error,error,error,-0.773194903256253,error,error,error,0.4877452608189366,5.908947153873528e-07,error,error,error,error,error,error,error,error,error,0.9140431678566087,1.3641698621028013,1.5450184779366918
MTB,MTB,-0.07464212141442554,-0.0009230822748901302,0.9185464636620917,2022-11-04,155.39418117990598,84,-0.0009230822748901302,0.9185464636620917,768.2308310668285,1074.9514506179062,False,195.33985537658035,153.74180027982743,185.53489417186947,11.069885758262991,167.99273325602212,187.9019751908424,150.45057234017477,165.7622036743164,143.6224321577904,21434600.0,6198003.013246552,0.289158790611747,0.1619943529055509,1.7849930286171023,21434600.0,6198003.013246552,0.289158790611747,0.08099717645277545,3.5699860572342046,186.8699951171875,2022-08-11,SPY,186.9499969482422,186.9499969482422,168.27000427246094,SP500,Financial Services,VFH,0.8812845156496205,0.886334,0.3760009765625,,408261.8603515625,-677538.1396484375,,4.8,0.027,-0.211,-0.19,,0.0,1653955200,error,16.321583,,0.0,6066772000,0.71597,,Banks—Regional,error,,970790400,10:1,24426987520,-269276.279296875,3015992064,0.41219002,0.4468,0.77,1.548262,4.07807,0.29611,,0.01181,0.10335,-0.051,46.523,39.62998962402344,0.46530386097903464,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.6239990234375,128685000,M&T Bank Corporation,2.75,0.10693877551020409,0.27316789846159684,,37656698880,209.883,3814477056,5989839872,4.4,0.023545781,error,13.611072,0.9844045072212703,4.111044314979863,5.752402625920745
BR,BR,-0.07503369390275341,-0.005555792608465504,0.5989614290018104,2022-08-26,144.93457860604258,14,-0.005555792608465504,0.5989614290018104,293.7218198834537,227.25746465425735,False,170.04563950244065,143.10941884693995,169.983045274897,13.874646170610202,149.6739995320638,184.3075793132663,129.36495378923058,156.5582869720459,128.80899463082548,8290900.0,1888445.5580533938,0.22777328855171258,0.08457490333818209,2.6931545832329946,8290900.0,1888445.5580533938,0.22777328855171258,0.04228745166909104,5.386309166465989,169.72999572753906,2022-08-11,SPY,185.39999389648438,185.39999389648438,175.22000122070312,SP500,Technology,VGT,0.9737052127506698,0.922945,0.19117537062246623,1.27,92528.87938127365,-391471.12061872636,244.53,2.56,0.0159,0.064,0.07,1158800000,0.21000999,1655164800,error,26.025568,801400000,0.27747,1422900000,0.90642,,Information Technology Services,error,,,,21359421440,-298942.2412374527,436700000,0.12679,0.5343,2.08,12.149061,3.8710032,0.09993,1.076,0.0646,0.32337,0.104,47.414,39.69000244140625,-0.9279415360436488,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.8088246293775337,116578000,"Broadridge Financial Solutions,",3.65,0.7028571428571428,5.927368003108339e-13,,277800000,2.37,4452899840,5517799936,2.365,0.013933895,error,39.359825,0.8077948930792803,1.7305239337597926,1.3389351933942477
TDG,TDG,-0.0753918407760479,0,1,2022-08-12,525.7310178274784,0,0,1,23395.39595528622,43255.99757916207,False,707.1145582867213,525.7682146008942,665.1657342559704,42.600268218613174,575.363265177409,698.1305867912303,485.5607960988475,612.9300503540039,527.7295139167776,5256900.0,1227685.1768778479,0.2335378601224767,0.11614177756456681,2.0107997743761565,5256900.0,1227685.1768778479,0.2335378601224767,0.058070888782283406,4.021599548752313,661.5,2022-08-11,SPY,686.0599975585938,686.0599975585938,686.0599975585938,SP500,Industrials,VIS,0.9435305574866811,1.448149,0.2310611440102782,4.693,68555.84142784953,-228144.15857215045,,,,-0.244,-0.249,2368000000,0.45556,1660780800,error,30.629242,687374976,0.56541,2549000000,1.00155,,Aerospace & Defense,1577404800,32.5,,,36695195648,-159588.3171443009,964000000,0.40689,0,,,7.0594835,0.15564,3.57,0.06974,,0.148,88.665,175.63003540039062,-0.4195181792670605,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.7689388559897218,54234700,Transdigm Group Incorporated,3.81,0.40244897959183673,3.725513226231318e-05,,3808000000,70.213,19901999104,5198000128,0,0,error,50.872177,0.8421928800202731,35.367189652738055,65.39077487401673
PCAR,PCAR,-0.07639484501718898,-0.0009456314194403737,0.916641116210833,2022-11-04,77.1906148906489,84,-0.0009456314194403737,0.916641116210833,100.55865138508439,95.02206737906187,False,95.89731619727074,76.98359623525475,93.6112127984311,4.155381656801871,85.54826634724935,95.90796317322288,77.48531989606761,87.59719985961914,79.2864365460154,38273800.0,13886144.332695086,0.3628107042597047,0.1615952863553408,2.245181232959359,38273800.0,13886144.332695086,0.3628107042597047,0.0807976431776704,4.490362465918718,93.0,2022-08-11,SPY,97.55999755859375,97.55999755859375,97.55999755859375,SP500,Industrials,VIS,0.8161344676084016,0.903212,0.2578632950265109,4.23,502627.13466567505,-1446572.865334325,84.763,1.36,0.0149,0.456,0.454,3096800000,0.12161,1660608000,error,11.772492,338900000,0.14195,3162000000,0.66557,,Farm & Heavy Construction Machinery,1652140800,0.34,1191974400,3:2,31847581696,-943945.73066865,2416499968,0.1103,0.21450001,,2.5438838,1.2506807,0.086660005,3.635,0.058909997,0.18620001,0.225,73.152,17.18000030517578,-0.7962742976005599,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.7421367049734892,347719008,PACCAR Inc.,1.88,0.18693877551020407,0.05542208962286189,,4694300160,13.5,10610599936,25464199168,1.36,0.0149237355,error,14.446371,1.0339995332007113,1.0812758213449933,1.0217426599899126
TMUS,TMUS,-0.0778714701928904,0,1,2022-08-12,121.53311689146952,0,0,1,219.28892059900306,267.1923635504385,False,144.73696069725491,119.74958244441997,146.52838451445234,9.776508324513491,136.142866414388,144.50681658341418,125.75734831432368,124.9537999343872,105.40078328536022,89935600.0,17010195.2292006,0.18913750760767262,0.1046638484515463,1.8070949081834407,89935600.0,17010195.2292006,0.18913750760767262,0.05233192422577315,3.6141898163668813,143.61000061035156,2022-08-11,SPY,145.38999938964844,145.38999938964844,145.38999938964844,SP500,Communication Services,VOX,0.703973095916063,0.479056,0.05785103123009893,0.847,147751.53376167268,-2406248.4662383273,160.031,,,,,25785999360,0.3214,1367366400,error,22.884377,5230125056,0.58023,45546000000,0.42313,,Telecom Services,1367366400,4.06,1367366400,1:2,183666720768,-2258496.9324766546,14531000320,0.13328,0,1.06,2.6224754,2.2892525,0.02141,0.629,0.03232,0.02499,-0.012,64.159,25.91999053955078,-0.20601845242738165,0.9150344304721426,1.8300688609442852,-7.039586257840042,-0.9421489687699011,1254040064,"T-Mobile US, Inc.",3.08,0.46977139861120354,1.5083231753545796e-06,,3151000064,2.513,112075997184,80229998592,0,0,error,107.69118,0.980751484044197,1.5269752779542602,1.8605414832870557
PH,PH,-0.07932943851292532,-0.0009834803903066014,0.9134517550577403,2022-11-04,237.5472814698823,84,-0.0009834803903066014,0.9134517550577403,2586.790682447017,2512.8945479679164,False,318.05371007716127,242.4078816697241,301.48615547749904,24.545787074854985,264.0961325073242,338.12358968315726,226.70610953714942,289.0320155334473,239.94044138373732,16489500.0,3886684.620811295,0.23570663881932716,0.09516350497687673,2.476859578433983,16489500.0,3886684.620811295,0.23570663881932716,0.047581752488438364,4.953719156867966,302.260009765625,2022-08-11,SPY,340.0,340.0,324.67999267578125,SP500,Industrials,VIS,0.9564724827000485,1.566897,0.3737425632700034,2.056,269505.76237399946,-451594.23762600054,129.574,5.32,0.0176,-0.742,-0.745,3418989056,0.21555,1652313600,error,16.19348,-3458147840,0.28209,4474341000,0.84422,,Specialty Industrial Machinery,1652313600,1.33,1191283200,3:2,39538577408,-182088.47525200108,2441730048,0.17950001,0.4381,,4.4734282,2.4927218,0.08294,0.589,0.07689,0.15239,0.058,123.399,73.67999267578125,-1.3287184189838572,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.6262574367299966,128372000,Parker-Hannifin Corporation,1.73,0.3240816326530612,0.0008974422723338978,,563660992,4.386,11480134656,15861608448,4.42,0.014623172,error,30.525272,0.9924529592060135,8.55816382872758,8.313685127967926
IBOC,IBOC,-0.07952804265729554,-0.000986046195752599,0.91323594397458,2022-11-04,36.80883152773991,84,-0.000986046195752599,0.91323594397458,93.35243196276575,91.24809532943962,False,49.48787947875124,35.05781698714389,44.66298922677478,1.521041335965666,41.41660006205241,44.999565830042904,38.17021089733004,41.95748315811157,38.91540048618024,4884700.0,1848746.3764138343,0.37847695383827756,0.16440950264973997,2.30203818963305,4884700.0,1848746.3764138343,0.37847695383827756,0.08220475132486998,4.6040763792661,45.06999969482422,2022-08-11,MDYG,46.66999816894531,46.66999816894531,46.66999816894531,SP400,Financial Services,VFH,0.8811540447820767,1.065559,0.6046468302549636,,375546.1462713579,-245553.85372864216,,1.2,0.0274,0.05,0.054,,0.0,1644796800,error,,,0.0,585643000,0.69505996,,Banks—Regional,error,,1179360000,11:10,2891445504,129992.29254271573,275272992,0.56518,0.29700002,,1.2601839,4.8869557,0.43376,,0.01653,0.11826,0.048,9.338,6.659999847412109,-0.7207200499003654,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.3953531697450365,63367200,International Bancshares Corpor,4.63,0.42436687978525994,1.4121155976505855e-05,,3448198912,54.584,1060822976,591665984,1.15,0.025515864,error,11.787652,1.115873232918345,2.071276516416001,2.0245861093253663
CVBF,CVBF,-0.08108241112573207,-0.001006146297785615,0.9115470592351042,2022-11-04,23.13597160013371,84,-0.001006146297785615,0.9115470592351042,5.390175317441495,4.2050202126639675,False,27.33793673710652,22.82508266340579,26.993677053799722,1.742401092111876,25.140866661071776,26.63990212929211,23.28805626834383,23.155099945068358,19.670297760844605,13012900.0,2946227.871828963,0.22640824657293632,0.0891407662912253,2.539895672797499,13012900.0,2946227.871828963,0.22640824657293632,0.04457038314561265,5.079791345594998,27.18000030517578,2022-08-11,SLY,25.59000015258789,25.219999313354492,24.3700008392334,SP600,error,error,0.9387302959389026,error,0.9722216335353706,error,451888.61526724027,-12911.384732759718,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,438977.23053448054,error,error,error,error,error,error,error,error,error,error,error,error,4.560001373291016,1.3947365559149958,error,error,error,-0.02777836646462934,error,error,error,0.4793466055827526,9.454546140029683e-07,error,error,error,error,error,error,error,error,error,1.08592474561585,0.19831402711261428,0.15471008702907268
UCBI,UCBI,-0.08401020651066318,-0.0010440980838100078,0.9083666292948486,2022-11-04,27.48344251002733,84,-0.0010440980838100078,0.9083666292948486,63.04343992775776,62.44075731917094,False,38.258990101568116,27.539301763242612,34.9386045694835,2.799994328438359,31.45906665802002,39.54678860270802,27.97952874655654,33.9467999458313,28.346811288954584,9473100.0,3235841.5707564554,0.34158211892162604,0.07648240573357806,4.466152909879785,9473100.0,3235841.5707564554,0.34158211892162604,0.03824120286678903,8.93230581975957,35.189998626708984,2022-08-11,SLY,39.31999969482422,39.31999969482422,36.66999816894531,SP600,error,error,0.9605830192988706,error,0.6964257736663919,error,179259.9941417293,-78140.00585827073,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,101119.98828345856,error,error,error,error,error,error,error,error,error,error,error,error,7.510000228881836,-1.2969376007485136,error,error,error,-0.3035742263336081,error,error,error,0.6048226858443729,5.991869814310106e-10,error,error,error,error,error,error,error,error,error,0.8887925002690314,1.7915158393870523,1.774389308210396
HAYN,HAYN,-0.08875896351010797,-0.0018950965674314757,0.8398648464233766,2022-09-30,33.003040565475516,49,-0.0018950965674314757,0.8398648464233766,95.58138386055575,87.88902545723738,False,48.257787126796295,32.74976342618662,42.762004607503826,3.9661119341730355,34.99553333282471,46.934873919463016,27.229062058145587,39.002650051116944,31.070426182770873,1300100.0,349150.58498523565,0.26855671485673077,0.11757960749014923,2.284041600319429,1300100.0,349150.58498523565,0.26855671485673077,0.058789803745074615,4.568083200638858,43.90999984741211,2022-08-11,SLY,49.7599983215332,49.7599983215332,40.81999969482422,SP600,error,error,0.5821140947753999,error,0.8613865125677488,error,25066.34751572149,-4033.652484278511,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,21032.695031442978,error,error,error,error,error,error,error,error,error,error,error,error,15.049999237060547,-0.5720928393439532,error,error,error,-0.13861348743225124,error,error,error,0.08819927235900456,0.3662944099863864,error,error,error,error,error,error,error,error,error,0.9025481251750249,2.176756642967489,2.0015719827522895
ADI,ADI,-0.08988409132960629,-0.0011206016020076648,0.9019888188221565,2022-11-04,149.92894411642231,84,-0.0011206016020076648,0.9019888188221565,327.92520463652005,276.5986724861433,False,178.4715738114549,143.32833592573118,180.1738032189873,10.733372328169702,158.41093322753906,185.17757511593413,136.64806323609082,163.71083045959472,142.2440858032553,62907700.0,20638195.350877278,0.32807105252421054,0.08981821577014346,3.6526115522466758,62907700.0,20638195.350877278,0.32807105252421054,0.04490910788507173,7.3052231044933515,174.5500030517578,2022-08-11,SPY,191.9499969482422,191.9499969482422,175.25,SP500,Technology,VGT,0.8705075318370031,1.134607,0.0790140945893505,1.992,214120.29492768092,-2495779.705072319,16.855,3.04,0.0174,0.307,0.852,4601908224,0.47175997,1653609600,error,18.31052,3021265664,0.64502,4856095000,0.88294,,Semiconductors,1653609600,0.76,953164800,2:1,93180420096,-2281659.4101446383,3648986112,0.28508,0.8602,1.14,2.511629,9.552285,0.16836001,1.438,0.04802,0.06667,0.789,20.542,39.779998779296875,-0.892407889154752,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.9209859054106495,519806016,"Analog Devices, Inc.",2.32,0.38612244897959186,7.603115793173588e-05,,1737732992,3.343,6253215232,9754777600,2.9,0.01661415,error,54.48632,0.9186503085961117,1.8786891945185655,1.584638600115784
LMAT,LMAT,-0.0922940533536652,-0.0027628847644279864,0.7752752208985486,2022-09-16,40.025497628683745,35,-0.0027628847644279864,0.7752752208985486,171.70904034750677,195.1472717920083,False,57.76483316714891,42.97156514570268,53.835392468030776,3.641782643376609,47.09500010172526,53.958851675150434,40.35460773541975,46.67528638839722,39.391721101644,2264500.0,450772.21261467243,0.19906037209744865,0.09246461703479952,2.152827519120436,2264500.0,450772.21261467243,0.19906037209744865,0.04623230851739976,4.305655038240872,54.83000183105469,2022-08-11,SLY,60.790000915527344,60.790000915527344,60.790000915527344,SP600,error,error,0.9896189169100694,error,0.2250005960470162,error,33277.5881553537,-114622.41184464631,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,-81344.82368929262,error,error,error,error,error,error,error,error,error,error,error,error,15.25,-1.1724588362897028,error,error,error,-0.7749994039529838,error,error,error,0.6946938775510204,1.0911271661036331e-12,error,error,error,error,error,error,error,error,error,0.9383721105466473,3.13166213046256,3.559133052617929
AIN,AIN,-0.09242602528781448,-0.0023063886018062085,0.8086146356408364,2022-09-23,71.46356732536232,42,-0.0023063886018062085,0.8086146356408364,364.17989518126984,327.0400955880614,False,98.67542487767459,72.60617237181991,93.36504063661887,3.7664854707937665,83.00072128295898,91.5677204304181,72.63640192929908,84.03474948883057,76.50177854724303,1910600.0,683237.8631628822,0.35760382244472005,0.10674889013105834,3.3499535405537304,1910600.0,683237.8631628822,0.35760382244472005,0.05337444506552917,6.699907081107461,93.94000244140625,2022-08-11,SLY,91.52999877929688,91.52999877929688,91.52999877929688,SP600,Consumer Cyclical,VCR,0.9577018792065991,1.266922,0.10548544939479784,4.438,7921.957249549318,-67178.04275045068,59.018,0.84,0.0092,0.289,0.249,247416000,0.25301,1654473600,error,26.581266,79365752,0.38891,378391000,1.0505201,,Textile Manufacturing,error,,944611200,102:100,3124442624,-59256.08550090136,159548000,0.18133,0.21069999,-20.6,3.564199,3.1950598,0.12929,3.488,0.0706,0.1505,0.114,30.605,20.81999969482422,0.34726278061019766,0.7744716661982294,1.5489433323964588,-6.179643406236043,-0.8945145506052021,32380000,Albany International Corporatio,5.06,0.36979591836734693,0.00015108419952870202,,320870016,10.317,485000000,977897984,0.8,0.008516074,error,26.654696,0.6272537282858462,3.8767286109921266,3.481372014994869
SNA,SNA,-0.0932440003736397,0,1,2022-08-12,187.78664993528082,0,0,1,1299.2156727089248,1344.5978750438142,False,234.31247350026834,183.99426160715618,231.54771497361406,7.561005625150972,209.53966746012372,225.5356293380705,187.53161994663338,210.41361808776855,195.29160683746662,6163600.0,1989580.668841386,0.32279522824994905,0.13487871982479738,2.3932257710426708,6163600.0,1989580.668841386,0.32279522824994905,0.06743935991239869,4.7864515420853415,228.74000549316406,2022-08-11,SPY,235.36000061035156,235.36000061035156,235.36000061035156,SP500,Industrials,VIS,0.9014728568987371,1.115494,0.5977024094008287,3.276,196165.930765352,-132034.06923464802,29.122,5.68,0.025,0.136,0.113,1296800000,0.27424,1660780800,error,14.107317,318987488,0.51082003,2382800000,0.91796,,Tools & Accessories,1652918400,1.42,842400000,3:2,12324061184,64131.86153070399,743800000,0.2543,0.3446,,2.8498929,2.6062262,0.18372999,2.218,0.11007,0.21273,0.047,88.357,40.05999755859375,-0.4957560300026053,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.4022975905991713,53267900,Snap-On Incorporated,9.44,0.27836734693877546,0.0043388209930089365,,812600000,15.255,1265900032,4728699904,5.49,0.024001047,error,14.397014,0.744733663728255,5.67987952045298,5.878280330302771
NBTB,NBTB,-0.09415050535345976,0,1,2022-08-12,35.139862063831416,0,0,1,25.576742702769025,24.08987547646449,False,41.17924668856219,34.05958755872985,41.43365149861958,1.5923245058401516,38.264399973551434,40.6204047222821,35.095148448483286,37.4357557106018,34.251106698921504,2651400.0,778908.2272081596,0.2937724323784264,0.08380332617320639,3.5054984783211545,2651400.0,778908.2272081596,0.2937724323784264,0.041901663086603196,7.010996956642309,41.33000183105469,2022-08-11,SLY,42.33000183105469,42.33000183105469,42.33000183105469,SP600,error,error,0.9658105942680126,error,0.7142888283378747,error,64714.56784741145,-25885.432152588557,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,38829.13569482289,error,error,error,error,error,error,error,error,error,error,error,error,6.119998931884766,-0.490196163984639,error,error,error,-0.28571117166212534,error,error,error,0.7535763734439349,1.2269344105959296e-14,error,error,error,error,error,error,error,error,error,0.920890477178857,0.6188420413654828,0.5828665475248963
CLH,CLH,-0.09425030806001218,0,1,2022-08-12,93.65204481180942,0,0,1,434.6795668388362,488.2528977824842,False,123.85303686096265,88.17907215271144,109.63668718211748,8.316031813364804,92.81253336588541,115.41276350923692,75.98837954965335,98.78069988250732,82.14863625577772,6876500.0,1100681.7168027074,0.16006423570169526,0.06626815132259592,2.4154021578555342,6876500.0,1100681.7168027074,0.16006423570169526,0.03313407566129796,4.8308043157110685,114.9800033569336,2022-08-11,MDYG,118.88999938964844,118.88999938964844,103.87000274658203,SP400,Industrials,VIS,0.9925557478784194,1.52745,0.66666761914831,1.943,290067.0810914297,-145032.91890857034,161.225,,,1.221,1.209,793806016,0.1727,,error,16.646433,73628128,0.30762,1186576000,0.92802,,Waste Management,,,1311724800,2:1,5935120896,145034.16218285935,412535008,0.101660006,0,0.57,3.457296,1.2912595,0.066989996,1.571,0.05726,0.19695999,0.464,84.519,34.31000518798828,0.09589064550983183,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.33333238085169004,54103200,"Clean Harbors, Inc.",1.74,0.34463049014351776,0.0004154128599072567,,415428000,7.678,2768148992,4596381184,0,0,error,19.211908,1.0591746637801196,3.7804796847105315,4.246415755153492
